0,1,2,3,4,5,6,7,8
mp-10172,mp-1342,mp-14726,mp-3397,mp-8960,,,,
mp-10172,mp-14726,mp-27247,mp-3397,mp-8960,,,,
mp-10172,mp-14726,mp-3397,mp-3744,mp-75,,,,
mp-10172,mp-14726,mp-27247,mp-3397,mp-3744,,,,
mp-10172,mp-3397,mp-3744,mp-75,mp-8960,,,,
mp-10172,mp-27247,mp-3397,mp-3744,mp-8960,,,,
mp-10172,mp-14726,mp-27247,mp-5477,mp-8960,,,,
mp-10172,mp-1342,mp-14726,mp-2352,mp-5477,,,,
mp-10172,mp-1342,mp-14726,mp-5477,mp-8960,,,,
mp-10172,mp-2472,mp-755293,mp-7956,mp-9774,,,,
mp-10172,mp-2472,mp-755293,mp-9774,mp-9909,,,,
mp-10172,mp-2585,mp-755293,mp-7956,mp-9909,,,,
mp-10172,mp-755293,mp-7956,mp-9774,mp-9909,,,,
mp-10172,mp-1342,mp-2472,mp-7956,mp-9774,,,,
mp-10172,mp-1342,mp-2352,mp-2472,mp-7956,,,,
mp-10172,mp-1019519,mp-1342,mp-2472,mp-9774,,,,
mp-10172,mp-1019519,mp-11820,mp-2472,mp-9774,,,,
mp-10172,mp-11820,mp-2472,mp-9774,mp-9909,,,,
mp-10172,mp-11820,mp-2472,mp-755293,mp-9909,,,,
mp-10172,mp-11820,mp-1187073,mp-2472,mp-755293,,,,
mp-10172,mp-11820,mp-2585,mp-755293,mp-9909,,,,
mp-10172,mp-11820,mp-1187073,mp-2585,mp-755293,,,,
mp-10172,mp-1184905,mp-22898,mp-2352,mp-33,,,,
mp-10172,mp-22898,mp-22937,mp-23268,mp-33,,,,
mp-10172,mp-22898,mp-22937,mp-2352,mp-33,,,,
mp-10172,mp-1019519,mp-1342,mp-33,mp-862620,,,,
mp-10172,mp-1342,mp-2352,mp-33,mp-862620,,,,
mp-101,mp-10172,mp-1019519,mp-1342,mp-974358,,,,
mp-10172,mp-1019519,mp-1342,mp-862620,mp-974358,,,,
mp-101,mp-10172,mp-1342,mp-2352,mp-974358,,,,
mp-10172,mp-1342,mp-2352,mp-862620,mp-974358,,,,
mp-10172,mp-1019519,mp-11820,mp-33,mp-862620,,,,
mp-10172,mp-1019519,mp-11820,mp-862620,mp-974358,,,,
mp-101,mp-10172,mp-1019519,mp-11820,mp-974358,,,,
mp-10172,mp-11820,mp-2292,mp-26,mp-72,,,,
mp-10172,mp-11820,mp-2292,mp-554098,mp-72,,,,
mp-10172,mp-11820,mp-2292,mp-2591,mp-554098,,,,
mp-10172,mp-11820,mp-2292,mp-2591,mp-3397,,,,
mp-10172,mp-1215,mp-2292,mp-2591,mp-3397,,,,
mp-10172,mp-1071163,mp-1215,mp-18051,mp-3397,,,,
mp-10172,mp-1215,mp-18051,mp-2292,mp-3397,,,,
mp-10172,mp-1071163,mp-18051,mp-28017,mp-3397,,,,
mp-10172,mp-1019519,mp-11820,mp-2292,mp-3397,,,,
mp-10172,mp-1019519,mp-1342,mp-3397,mp-755558,,,,
mp-10172,mp-1019519,mp-2292,mp-3397,mp-755558,,,,
mp-10172,mp-2292,mp-3397,mp-755558,mp-755586,,,,
mp-10172,mp-1342,mp-3397,mp-755558,mp-755586,,,,
mp-10172,mp-14726,mp-2292,mp-3397,mp-755586,,,,
mp-10172,mp-14726,mp-18051,mp-2292,mp-3397,,,,
mp-10172,mp-1342,mp-14726,mp-3397,mp-755586,,,,
mp-10172,mp-1342,mp-14726,mp-2352,mp-755586,,,,
mp-10172,mp-14726,mp-18051,mp-28017,mp-3397,,,,
mp-10172,mp-1184151,mp-30666,mp-6204,mp-67,,,,
mp-10172,mp-30666,mp-6204,mp-67,mp-682,,,,
mp-10172,mp-11411,mp-1184151,mp-30666,mp-682,,,,
mp-10172,mp-1184151,mp-30666,mp-6204,mp-682,,,,
mp-10172,mp-11411,mp-1184151,mp-1200767,mp-682,,,,
mp-10172,mp-1184151,mp-1200767,mp-682,mp-932,,,,
mp-10172,mp-1184151,mp-571095,mp-682,mp-932,,,,
mp-10172,mp-1207024,mp-3834,mp-893,mp-990440,,,,
mp-10172,mp-1207024,mp-1278,mp-3834,mp-990440,,,,
mp-10172,mp-1278,mp-3834,mp-561418,mp-990440,,,,
mp-10172,mp-1342,mp-2352,mp-7500,mp-990440,,,,
mp-10172,mp-11820,mp-1215377,mp-1278,mp-131,,,,
mp-10172,mp-11820,mp-1215377,mp-1278,mp-561418,,,,
mp-10172,mp-11820,mp-1278,mp-3834,mp-561418,,,,
mp-10172,mp-11820,mp-1207024,mp-1278,mp-3834,,,,
mp-10172,mp-11820,mp-1207024,mp-3834,mp-893,,,,
mp-10172,mp-4533,mp-560889,mp-7500,mp-893,,,,
mp-10172,mp-560889,mp-7500,mp-893,mp-990440,,,,
mp-10172,mp-1515,mp-4533,mp-560889,mp-893,,,,
mp-10172,mp-1477,mp-1515,mp-560889,mp-893,,,,
mp-10172,mp-1342,mp-7500,mp-8335,mp-990440,,,,
mp-10172,mp-1067235,mp-8335,mp-893,mp-9905,,,,
mp-10172,mp-11820,mp-8335,mp-893,mp-9905,,,,
mp-10172,mp-1019519,mp-11820,mp-8335,mp-9905,,,,
mp-10172,mp-1515,mp-2402,mp-4533,mp-752573,,,,
mp-10172,mp-1515,mp-4533,mp-560889,mp-752573,,,,
mp-10172,mp-1477,mp-1515,mp-560889,mp-752573,,,,
mp-10172,mp-1067235,mp-17612,mp-8335,mp-893,,,,
mp-10172,mp-17612,mp-560889,mp-7500,mp-990440,,,,
mp-10172,mp-17612,mp-7500,mp-8335,mp-990440,,,,
mp-10172,mp-1342,mp-17612,mp-7500,mp-8335,,,,
mp-10172,mp-17612,mp-3834,mp-893,mp-990440,,,,
mp-10172,mp-17612,mp-560889,mp-893,mp-990440,,,,
mp-10172,mp-1067235,mp-1619,mp-17612,mp-893,,,,
mp-10172,mp-1067235,mp-17612,mp-8335,mp-9905,,,,
mp-10172,mp-1019519,mp-17612,mp-8335,mp-9905,,,,
mp-10172,mp-1019519,mp-1342,mp-17612,mp-8335,,,,
mp-10172,mp-1477,mp-1619,mp-17612,mp-893,,,,
mp-10172,mp-1477,mp-17612,mp-560889,mp-893,,,,
mp-10172,mp-17612,mp-3834,mp-755895,mp-990440,,,,
mp-10172,mp-17612,mp-755895,mp-8335,mp-990440,,,,
mp-10172,mp-17612,mp-3834,mp-755895,mp-893,,,,
mp-10172,mp-17612,mp-755895,mp-8335,mp-893,,,,
mp-10172,mp-11820,mp-3834,mp-755895,mp-893,,,,
mp-10172,mp-11820,mp-755895,mp-8335,mp-893,,,,
mp-10172,mp-1342,mp-2352,mp-28602,mp-30,,,,
mp-10172,mp-1342,mp-22862,mp-28602,mp-30,,,,
mp-10172,mp-1342,mp-22862,mp-23063,mp-30,,,,
mp-10172,mp-22862,mp-23063,mp-30,mp-568662,,,,
mp-10172,mp-23063,mp-30,mp-30428,mp-568662,,,,
mp-10172,mp-1019519,mp-1342,mp-23063,mp-30,,,,
mp-10172,mp-1019519,mp-23063,mp-30,mp-30428,,,,
mp-10172,mp-11820,mp-23063,mp-30428,mp-568662,,,,
mp-10172,mp-1019519,mp-11820,mp-23063,mp-30428,,,,
mp-10172,mp-1184905,mp-155,mp-504886,mp-75,,,,
mp-10172,mp-1184905,mp-504886,mp-5088,mp-75,,,,
mp-10172,mp-1184905,mp-2352,mp-5088,mp-5477,,,,
mp-10172,mp-1184905,mp-27247,mp-5088,mp-5477,,,,
mp-10172,mp-1184905,mp-3744,mp-5088,mp-75,,,,
mp-10172,mp-1184905,mp-27247,mp-3744,mp-5088,,,,
mp-10172,mp-1018134,mp-1187739,mp-2538,mp-2652,,,,
mp-10172,mp-14208,mp-2538,mp-2652,mp-9972,,,,
mp-10172,mp-1018134,mp-14208,mp-2538,mp-2652,,,,
mp-10172,mp-2402,mp-2652,mp-559904,mp-9972,,,,
mp-10172,mp-1223129,mp-2652,mp-559904,mp-9972,,,,
mp-10172,mp-1223129,mp-2402,mp-559904,mp-9972,,,,
mp-10172,mp-1018134,mp-14208,mp-2652,mp-7020,,,,
mp-10172,mp-14208,mp-2652,mp-7020,mp-9972,,,,
mp-10172,mp-14208,mp-1960,mp-7020,mp-9972,,,,
mp-10172,mp-1223129,mp-2652,mp-7020,mp-9972,,,,
mp-10172,mp-1223129,mp-1960,mp-559904,mp-7020,,,,
mp-10172,mp-1223129,mp-2652,mp-559904,mp-7020,,,,
mp-10172,mp-1201871,mp-1223129,mp-7020,mp-9972,,,,
mp-10172,mp-1201871,mp-1960,mp-7020,mp-9972,,,,
mp-10172,mp-1201871,mp-1223129,mp-1960,mp-7020,,,,
mp-10172,mp-1018134,mp-1960,mp-29720,mp-7020,,,,
mp-10172,mp-1018134,mp-14208,mp-29720,mp-7020,,,,
mp-10172,mp-14208,mp-1960,mp-29720,mp-7020,,,,
mp-10172,mp-1223129,mp-1314,mp-2402,mp-9972,,,,
mp-10172,mp-1201871,mp-1223129,mp-1314,mp-9972,,,,
mp-10172,mp-1960,mp-30980,mp-559904,mp-7020,,,,
mp-10172,mp-2652,mp-30980,mp-559904,mp-7020,,,,
mp-10172,mp-14208,mp-1960,mp-672287,mp-9972,,,,
mp-10172,mp-14208,mp-1960,mp-29720,mp-672287,,,,
mp-10172,mp-1201871,mp-1960,mp-672287,mp-9972,,,,
mp-10172,mp-1960,mp-2352,mp-30980,mp-7500,,,,
mp-10172,mp-1960,mp-30980,mp-559904,mp-7500,,,,
mp-10172,mp-2652,mp-30980,mp-559904,mp-7500,,,,
mp-10172,mp-17891,mp-4533,mp-559904,mp-7500,,,,
mp-10172,mp-17891,mp-2652,mp-559904,mp-7500,,,,
mp-10172,mp-17891,mp-2402,mp-4533,mp-559904,,,,
mp-10172,mp-17891,mp-2402,mp-2652,mp-559904,,,,
mp-10172,mp-1184905,mp-1217,mp-262,mp-4533,,,,
mp-10172,mp-1217,mp-2402,mp-262,mp-4533,,,,
mp-10172,mp-1184905,mp-2352,mp-30975,mp-7500,,,,
mp-10172,mp-1184905,mp-262,mp-30975,mp-7500,,,,
mp-10172,mp-1184905,mp-262,mp-4533,mp-7500,,,,
mp-10172,mp-2379,mp-2402,mp-262,mp-4533,,,,
mp-10172,mp-2379,mp-262,mp-4533,mp-7577,,,,
mp-10172,mp-19905,mp-20857,mp-54,mp-7500,,,,
mp-10172,mp-19905,mp-20857,mp-7500,mp-7577,,,,
mp-10172,mp-262,mp-4533,mp-7500,mp-7577,,,,
mp-10172,mp-2352,mp-30975,mp-54,mp-7500,,,,
mp-10172,mp-20857,mp-30975,mp-54,mp-7500,,,,
mp-10172,mp-20857,mp-30975,mp-7500,mp-7577,,,,
mp-10172,mp-20857,mp-262,mp-30975,mp-7577,,,,
mp-10172,mp-262,mp-30975,mp-7500,mp-7577,,,,
mp-10172,mp-20857,mp-30975,mp-54,mp-655,,,,
mp-10172,mp-2352,mp-30975,mp-54,mp-655,,,,
mp-10172,mp-20857,mp-262,mp-30975,mp-655,,,,
mp-10172,mp-1018134,mp-1184151,mp-1777,mp-1960,,,,
mp-10172,mp-1184151,mp-1777,mp-1960,mp-27932,,,,
mp-10172,mp-1184151,mp-1960,mp-27932,mp-29566,,,,
mp-10172,mp-1960,mp-27932,mp-29566,mp-29657,,,,
mp-10172,mp-1184151,mp-1960,mp-2352,mp-2970,,,,
mp-10172,mp-1184151,mp-1960,mp-29566,mp-2970,,,,
mp-10172,mp-1960,mp-29566,mp-29657,mp-2970,,,,
mp-10172,mp-1179656,mp-1201871,mp-1223129,mp-1960,,,,
mp-10172,mp-1179656,mp-1201871,mp-1202504,mp-1223129,,,,
mp-10172,mp-1018134,mp-1179656,mp-1960,mp-29720,,,,
mp-10172,mp-1179656,mp-1223129,mp-1960,mp-559904,,,,
mp-10172,mp-1179656,mp-1202504,mp-4533,mp-559904,,,,
mp-10172,mp-1179656,mp-1202504,mp-1223129,mp-559904,,,,
mp-10172,mp-1179656,mp-1201871,mp-1960,mp-672287,,,,
mp-10172,mp-1179656,mp-1960,mp-29720,mp-672287,,,,
mp-10172,mp-1179656,mp-1960,mp-2352,mp-7500,,,,
mp-10172,mp-1179656,mp-1960,mp-559904,mp-7500,,,,
mp-10172,mp-1179656,mp-4533,mp-559904,mp-7500,,,,
mp-10172,mp-1202504,mp-16836,mp-4533,mp-559904,,,,
mp-10172,mp-1202504,mp-1223129,mp-16836,mp-559904,,,,
mp-10172,mp-1201871,mp-1202504,mp-1223129,mp-16836,,,,
mp-10172,mp-16836,mp-2402,mp-4533,mp-559904,,,,
mp-10172,mp-1223129,mp-16836,mp-2402,mp-559904,,,,
mp-10172,mp-1201871,mp-1223129,mp-1314,mp-16836,,,,
mp-10172,mp-1223129,mp-1314,mp-16836,mp-2402,,,,
mp-10172,mp-1179656,mp-1183691,mp-541989,mp-8780,,,,
mp-10172,mp-1179656,mp-1196316,mp-541989,mp-8780,,,,
mp-10172,mp-1179656,mp-1196316,mp-20937,mp-541989,,,,
mp-10172,mp-20937,mp-541989,mp-568643,mp-569304,,,,
mp-10172,mp-1179656,mp-20937,mp-541989,mp-568643,,,,
mp-10172,mp-1179656,mp-723,mp-8780,mp-90,,,,
mp-10172,mp-1179656,mp-1196316,mp-723,mp-8780,,,,
mp-10172,mp-1029828,mp-1179656,mp-1183691,mp-541989,,,,
mp-10172,mp-1029705,mp-22003,mp-541989,mp-743,,,,
mp-10172,mp-1029705,mp-1179656,mp-541989,mp-743,,,,
mp-10172,mp-1029705,mp-1029828,mp-1179656,mp-541989,,,,
mp-10172,mp-1029705,mp-1029828,mp-1183691,mp-541989,,,,
mp-10172,mp-1019519,mp-1342,mp-1395,mp-865382,,,,
mp-10172,mp-1019519,mp-1342,mp-146,mp-865382,,,,
mp-10172,mp-1342,mp-2352,mp-33,mp-754829,,,,
mp-10172,mp-1342,mp-1395,mp-754829,mp-865382,,,,
mp-10172,mp-1342,mp-146,mp-19391,mp-865382,,,,
mp-10172,mp-1342,mp-19391,mp-754829,mp-865382,,,,
mp-10172,mp-1019519,mp-11820,mp-1395,mp-865382,,,,
mp-10172,mp-1019519,mp-11820,mp-146,mp-865382,,,,
mp-10172,mp-1019519,mp-11820,mp-33,mp-971788,,,,
mp-10172,mp-1019519,mp-11820,mp-1395,mp-971788,,,,
mp-10172,mp-1019519,mp-1342,mp-33,mp-971788,,,,
mp-10172,mp-1019519,mp-1342,mp-1395,mp-971788,,,,
mp-10172,mp-1342,mp-33,mp-754829,mp-971788,,,,
mp-10172,mp-1342,mp-1395,mp-754829,mp-971788,,,,
mp-10172,mp-10572,mp-14726,mp-22003,mp-674333,,,,
mp-10172,mp-10572,mp-14726,mp-22003,mp-492,,,,
mp-10172,mp-14726,mp-22003,mp-2352,mp-674333,,,,
mp-10172,mp-10572,mp-14726,mp-1598,mp-492,,,,
mp-10172,mp-10572,mp-14726,mp-1598,mp-674333,,,,
mp-10172,mp-14726,mp-1598,mp-492,mp-739,,,,
mp-10172,mp-31214,mp-554098,mp-72,mp-8282,,,,
mp-10172,mp-1217052,mp-30218,mp-31214,mp-8282,,,,
mp-10172,mp-1215,mp-1217052,mp-31214,mp-8282,,,,
mp-10172,mp-1071163,mp-1215,mp-1217052,mp-8282,,,,
mp-10172,mp-1071163,mp-1217052,mp-30218,mp-8282,,,,
mp-10172,mp-1191079,mp-14726,mp-492,mp-739,,,,
mp-10172,mp-1191079,mp-14726,mp-492,mp-8282,,,,
mp-10172,mp-1191079,mp-14726,mp-28017,mp-8282,,,,
mp-10172,mp-1071163,mp-1191079,mp-28017,mp-8282,,,,
mp-10172,mp-1071163,mp-1191079,mp-30218,mp-8282,,,,
mp-10172,mp-1215,mp-2591,mp-31214,mp-8282,,,,
mp-10172,mp-2591,mp-31214,mp-554098,mp-8282,,,,
mp-10172,mp-2352,mp-23870,mp-54,mp-648,,,,
mp-10172,mp-2352,mp-23870,mp-648,mp-7956,,,,
mp-10172,mp-23268,mp-2402,mp-4533,mp-571095,,,,
mp-10172,mp-22937,mp-23268,mp-571095,mp-7500,,,,
mp-10172,mp-23268,mp-4533,mp-571095,mp-7500,,,,
mp-10172,mp-22937,mp-27618,mp-571095,mp-7500,,,,
mp-10172,mp-22937,mp-2352,mp-7500,mp-7656,,,,
mp-10172,mp-22937,mp-27618,mp-7500,mp-7656,,,,
mp-10172,mp-1018134,mp-2292,mp-26,mp-72,,,,
mp-10172,mp-1018134,mp-2292,mp-554098,mp-72,,,,
mp-10172,mp-1018134,mp-1960,mp-2292,mp-554098,,,,
mp-10172,mp-1960,mp-2292,mp-2591,mp-554098,,,,
mp-10172,mp-1215,mp-2292,mp-2591,mp-9172,,,,
mp-10172,mp-1960,mp-2292,mp-2591,mp-9172,,,,
mp-10172,mp-14726,mp-18051,mp-2292,mp-9172,,,,
mp-10172,mp-1071163,mp-18051,mp-28017,mp-38280,,,,
mp-10172,mp-1071163,mp-1215,mp-18051,mp-38280,,,,
mp-10172,mp-14726,mp-18051,mp-28017,mp-38280,,,,
mp-10172,mp-1215,mp-18051,mp-2292,mp-38280,,,,
mp-10172,mp-1215,mp-2292,mp-38280,mp-9172,,,,
mp-10172,mp-18051,mp-2292,mp-38280,mp-9172,,,,
mp-10172,mp-14726,mp-1960,mp-2352,mp-755586,,,,
mp-10172,mp-14726,mp-1960,mp-755586,mp-9172,,,,
mp-10172,mp-1960,mp-2292,mp-755586,mp-9172,,,,
mp-10172,mp-14726,mp-2292,mp-755586,mp-9172,,,,
mp-10172,mp-14726,mp-18051,mp-2931,mp-9172,,,,
mp-10172,mp-18051,mp-2931,mp-38280,mp-9172,,,,
mp-10172,mp-14726,mp-18051,mp-2931,mp-38280,,,,
mp-10172,mp-155,mp-20831,mp-504886,mp-72,,,,
mp-10172,mp-14726,mp-28017,mp-504886,mp-7956,,,,
mp-10172,mp-2591,mp-504886,mp-510403,mp-7956,,,,
mp-10172,mp-1215,mp-2591,mp-504886,mp-7956,,,,
mp-10172,mp-14726,mp-2352,mp-5088,mp-7956,,,,
mp-10172,mp-14726,mp-504886,mp-5088,mp-7956,,,,
mp-10172,mp-510403,mp-554098,mp-72,mp-7956,,,,
mp-10172,mp-2591,mp-510403,mp-554098,mp-7956,,,,
mp-10172,mp-20831,mp-510403,mp-554098,mp-72,,,,
mp-10172,mp-20831,mp-504886,mp-554098,mp-72,,,,
mp-10172,mp-20831,mp-504886,mp-510403,mp-554098,,,,
mp-10172,mp-2591,mp-504886,mp-510403,mp-554098,,,,
mp-10172,mp-1071163,mp-28017,mp-504886,mp-7956,,,,
mp-10172,mp-1071163,mp-1215,mp-504886,mp-7956,,,,
mp-10172,mp-1187073,mp-50,mp-554098,mp-72,,,,
mp-10172,mp-1187073,mp-2472,mp-50,mp-554098,,,,
mp-10172,mp-2472,mp-2591,mp-50,mp-554098,,,,
mp-10172,mp-1071163,mp-28017,mp-4651,mp-50,,,,
mp-10172,mp-1071163,mp-1215,mp-4651,mp-50,,,,
mp-10172,mp-14726,mp-2352,mp-2472,mp-8957,,,,
mp-10172,mp-14726,mp-28017,mp-4651,mp-50,,,,
mp-10172,mp-13042,mp-14726,mp-2472,mp-8957,,,,
mp-10172,mp-13042,mp-14726,mp-50,mp-8957,,,,
mp-10172,mp-13042,mp-14726,mp-2472,mp-5532,,,,
mp-10172,mp-13042,mp-2472,mp-50,mp-5532,,,,
mp-10172,mp-1215,mp-2591,mp-50,mp-5532,,,,
mp-10172,mp-2472,mp-2591,mp-50,mp-5532,,,,
mp-10172,mp-13042,mp-14726,mp-3349,mp-5532,,,,
mp-10172,mp-14726,mp-3349,mp-4651,mp-50,,,,
mp-10172,mp-13042,mp-14726,mp-3349,mp-50,,,,
mp-10172,mp-13042,mp-3349,mp-50,mp-5532,,,,
mp-10172,mp-1215,mp-3349,mp-4651,mp-50,,,,
mp-10172,mp-1215,mp-3349,mp-50,mp-5532,,,,
mp-10172,mp-2352,mp-23870,mp-54,mp-655,,,,
mp-10172,mp-1185594,mp-1186271,mp-1265,mp-648,,,,
mp-10172,mp-1265,mp-2352,mp-31430,mp-648,,,,
mp-10172,mp-1185594,mp-1265,mp-31430,mp-648,,,,
mp-10172,mp-22204,mp-54,mp-674333,mp-90,,,,
mp-10172,mp-54,mp-578604,mp-674333,mp-90,,,,
mp-10172,mp-22204,mp-674333,mp-7806,mp-90,,,,
mp-10172,mp-1598,mp-22204,mp-674333,mp-7806,,,,
mp-10172,mp-2352,mp-54,mp-578604,mp-674333,,,,
mp-10172,mp-1186271,mp-1265,mp-569304,mp-648,,,,
mp-10172,mp-1265,mp-2352,mp-569304,mp-648,,,,
mp-10172,mp-13,mp-28861,mp-541989,mp-569304,,,,
mp-10172,mp-1184151,mp-13,mp-28861,mp-541989,,,,
mp-10172,mp-1184151,mp-1804,mp-541989,mp-6988,,,,
mp-10172,mp-1184151,mp-13,mp-1804,mp-541989,,,,
mp-10172,mp-1184151,mp-510557,mp-541989,mp-6988,,,,
mp-10172,mp-22003,mp-510557,mp-541989,mp-6988,,,,
mp-10172,mp-1173761,mp-1184905,mp-2352,mp-28383,,,,
mp-10172,mp-1173761,mp-2352,mp-28383,mp-648,,,,
mp-10172,mp-10688,mp-1096,mp-1184905,mp-567332,,,,
mp-10172,mp-1096,mp-1184905,mp-28383,mp-3972,,,,
mp-10172,mp-10688,mp-1184905,mp-3972,mp-542313,,,,
mp-10172,mp-10688,mp-1096,mp-1184905,mp-3972,,,,
mp-10172,mp-1096,mp-28383,mp-3972,mp-648,,,,
mp-10172,mp-1173761,mp-1184905,mp-2629,mp-28383,,,,
mp-10172,mp-1184905,mp-2629,mp-28383,mp-3972,,,,
mp-10172,mp-1184905,mp-2629,mp-3972,mp-542313,,,,
mp-10172,mp-1173761,mp-2629,mp-28383,mp-648,,,,
mp-10172,mp-2629,mp-28383,mp-3972,mp-648,,,,
mp-10172,mp-1019519,mp-1342,mp-33,mp-685008,,,,
mp-10172,mp-1342,mp-2352,mp-33,mp-655,,,,
mp-10172,mp-1019519,mp-11820,mp-33,mp-685008,,,,
mp-10172,mp-33,mp-655,mp-685008,mp-8300,,,,
mp-10172,mp-1342,mp-33,mp-685008,mp-8300,,,,
mp-10172,mp-1342,mp-33,mp-655,mp-8300,,,,
mp-10172,mp-1184905,mp-1187739,mp-2538,mp-2652,,,,
mp-10172,mp-1184905,mp-2538,mp-2652,mp-9972,,,,
mp-10172,mp-1184905,mp-1217,mp-2652,mp-9972,,,,
mp-10172,mp-1217,mp-2402,mp-2652,mp-9972,,,,
mp-10172,mp-1184905,mp-2352,mp-30980,mp-7500,,,,
mp-10172,mp-1184905,mp-2652,mp-30980,mp-7500,,,,
mp-10172,mp-1184905,mp-17891,mp-4533,mp-7500,,,,
mp-10172,mp-1184905,mp-17891,mp-2652,mp-7500,,,,
mp-10172,mp-1184905,mp-1217,mp-17891,mp-4533,,,,
mp-10172,mp-1184905,mp-1217,mp-17891,mp-2652,,,,
mp-10172,mp-1217,mp-17891,mp-2402,mp-4533,,,,
mp-10172,mp-1217,mp-17891,mp-2402,mp-2652,,,,
mp-10172,mp-1056,mp-11698,mp-35,mp-91,,,,
mp-10172,mp-2352,mp-27569,mp-6964,mp-91,,,,
mp-10172,mp-27569,mp-35,mp-6964,mp-91,,,,
mp-10172,mp-1056,mp-35,mp-6964,mp-91,,,,
mp-10172,mp-1144,mp-1184115,mp-129,mp-679,,,,
mp-10004,mp-10172,mp-1144,mp-129,mp-679,,,,
mp-10004,mp-10172,mp-1144,mp-1598,mp-679,,,,
mp-10172,mp-129,mp-2352,mp-5586,mp-674333,,,,
mp-10004,mp-10172,mp-129,mp-5586,mp-674333,,,,
mp-10004,mp-10172,mp-129,mp-5586,mp-679,,,,
mp-10004,mp-10172,mp-1598,mp-5586,mp-674333,,,,
mp-10004,mp-10172,mp-1598,mp-5586,mp-679,,,,
mp-10172,mp-1552,mp-2352,mp-23870,mp-569304,,,,
mp-10172,mp-129,mp-1552,mp-2352,mp-23870,,,,
mp-10172,mp-1056,mp-11698,mp-129,mp-645,,,,
mp-10004,mp-10172,mp-1056,mp-129,mp-645,,,,
mp-10004,mp-10172,mp-1056,mp-1598,mp-645,,,,
mp-10172,mp-129,mp-2352,mp-674333,mp-6964,,,,
mp-10004,mp-10172,mp-129,mp-674333,mp-6964,,,,
mp-10004,mp-10172,mp-1056,mp-129,mp-6964,,,,
mp-10004,mp-10172,mp-1598,mp-674333,mp-6964,,,,
mp-10004,mp-10172,mp-1056,mp-1598,mp-6964,,,,
mp-10172,mp-1215377,mp-131,mp-22447,mp-22862,,,,
mp-10172,mp-1215377,mp-22447,mp-22862,mp-561418,,,,
mp-10172,mp-11345,mp-1598,mp-22862,mp-990440,,,,
mp-10172,mp-11345,mp-22862,mp-647729,mp-990440,,,,
mp-10172,mp-22862,mp-583740,mp-647729,mp-990440,,,,
mp-10172,mp-22447,mp-22862,mp-583740,mp-990440,,,,
mp-10172,mp-22447,mp-22862,mp-561418,mp-990440,,,,
mp-10172,mp-1598,mp-22862,mp-674333,mp-990440,,,,
mp-10172,mp-2352,mp-28602,mp-674333,mp-990440,,,,
mp-10172,mp-22862,mp-28602,mp-674333,mp-990440,,,,
mp-10172,mp-1179656,mp-134,mp-5122,mp-9212,,,,
mp-10172,mp-1179656,mp-1598,mp-674333,mp-9212,,,,
mp-10172,mp-1179656,mp-1598,mp-5122,mp-9212,,,,
mp-10172,mp-1179656,mp-13998,mp-2352,mp-674333,,,,
mp-10172,mp-1179656,mp-13998,mp-31008,mp-674333,,,,
mp-10172,mp-1179656,mp-556168,mp-674333,mp-9212,,,,
mp-10172,mp-1179656,mp-31008,mp-556168,mp-674333,,,,
mp-10172,mp-674333,mp-682,mp-7806,mp-90,,,,
mp-10172,mp-1598,mp-674333,mp-682,mp-7806,,,,
mp-10172,mp-2352,mp-578604,mp-674333,mp-682,,,,
mp-10172,mp-578604,mp-674333,mp-682,mp-90,,,,
mp-10172,mp-1019519,mp-1342,mp-33,mp-90,,,,
mp-10172,mp-1019519,mp-11820,mp-33,mp-90,,,,
mp-10172,mp-1342,mp-2352,mp-33,mp-578604,,,,
mp-10172,mp-1342,mp-33,mp-578604,mp-90,,,,
mp-10172,mp-2352,mp-30794,mp-569304,mp-682,,,,
mp-10172,mp-13,mp-674333,mp-778,mp-950,,,,
mp-10172,mp-13,mp-2352,mp-674333,mp-950,,,,
mp-10172,mp-1598,mp-674333,mp-778,mp-950,,,,
mp-10172,mp-10721,mp-131,mp-554098,mp-72,,,,
mp-10172,mp-10721,mp-1215204,mp-131,mp-554098,,,,
mp-10172,mp-2795,mp-569304,mp-631,mp-990440,,,,
mp-10172,mp-14726,mp-569304,mp-631,mp-990440,,,,
mp-10172,mp-14726,mp-28017,mp-631,mp-990440,,,,
mp-10172,mp-1215204,mp-561418,mp-684623,mp-990440,,,,
mp-10172,mp-10721,mp-1215204,mp-561418,mp-684623,,,,
mp-10172,mp-2795,mp-631,mp-684623,mp-990440,,,,
mp-10172,mp-14726,mp-2352,mp-569304,mp-990440,,,,
mp-10172,mp-1215204,mp-27919,mp-684623,mp-990440,,,,
mp-10172,mp-10721,mp-1215204,mp-27919,mp-684623,,,,
mp-10172,mp-1215,mp-1215204,mp-27919,mp-990440,,,,
mp-10172,mp-27919,mp-631,mp-684623,mp-990440,,,,
mp-10172,mp-10721,mp-1215377,mp-131,mp-684623,,,,
mp-10172,mp-10721,mp-1215377,mp-561418,mp-684623,,,,
mp-10172,mp-10721,mp-1215204,mp-1215377,mp-131,,,,
mp-10172,mp-10721,mp-1215204,mp-1215377,mp-561418,,,,
mp-10172,mp-10721,mp-1215204,mp-2591,mp-554098,,,,
mp-10172,mp-10721,mp-1215204,mp-2591,mp-27919,,,,
mp-10172,mp-1215,mp-1215204,mp-2591,mp-27919,,,,
